# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
1.604335729,0.3337,0.8343,0.8528,1.239
1.611148125,0.3566,0.8524,0.8587,1.261
1.615874843,0.3982,0.8861,0.8577,1.296
1.620081718,0.4226,0.9174,0.8504,1.320
1.623868645,0.4358,0.9281,0.8416,1.326
1.628441979,0.4636,0.9428,0.8172,1.331
1.631800989,0.4763,0.9452,0.8128,1.335
1.635374114,0.5106,0.9477,0.7844,1.332
1.641517708,0.5374,0.9403,0.7702,1.329
1.645314479,0.5565,0.9369,0.7531,1.325
1.649904427,0.5735,0.9189,0.7409,1.312
1.652624166,0.5794,0.9062,0.7380,1.304
1.657426666,0.5828,0.8900,0.7297,1.290
1.660660677,0.5833,0.8793,0.7243,1.280
1.665255625,0.5809,0.8510,0.7341,1.265
1.670862968,0.5745,0.8402,0.7360,1.256
1.675336406,0.5657,0.8133,0.7570,1.247
1.67989276,0.5272,0.7840,0.7967,1.236
1.682509635,0.5125,0.7767,0.8162,1.238
1.686703229,0.4739,0.7581,0.8513,1.235
1.693162447,0.4509,0.7493,0.8748,1.237
1.696665833,0.3923,0.7112,0.9500,1.250
1.70192375,0.3542,0.6760,0.9964,1.255
1.70682927,0.3254,0.6350,1.0531,1.272
1.70965802,0.3122,0.6174,1.0741,1.278
1.714357916,0.2887,0.5720,1.1235,1.293
1.718880416,0.2633,0.5334,1.1807,1.322
1.721827291,0.2555,0.5196,1.2007,1.333
1.7251625,0.2496,0.5074,1.2237,1.348
1.729491875,0.2330,0.4899,1.2471,1.360
1.733867031,0.2271,0.4776,1.2637,1.370
1.740213802,0.2242,0.4762,1.2681,1.373
1.743847916,0.2232,0.4752,1.2574,1.363
1.748606041,0.2389,0.4811,1.2383,1.350
1.75379052,0.2506,0.4860,1.2144,1.332
1.757350052,0.2579,0.4918,1.1997,1.322
1.761138281,0.2843,0.4938,1.1709,1.302
1.766059843,0.2970,0.5074,1.1304,1.274
1.768712864,0.3039,0.5104,1.1078,1.257
1.773761614,0.3239,0.5240,1.0629,1.229
1.77693302,0.3307,0.5289,1.0400,1.213
1.78339375,0.3322,0.5348,1.0219,1.200
1.793022291,0.3547,0.5676,0.9427,1.156
1.798324635,0.3630,0.5920,0.8621,1.107
1.803301562,0.3688,0.6022,0.8211,1.083
1.807782812,0.3688,0.6037,0.8069,1.073
1.810350625,0.3738,0.6086,0.7663,1.048
1.812909687,0.3762,0.6140,0.7512,1.041
1.81551677,0.3772,0.6066,0.7385,1.027
1.820206406,0.3874,0.6061,0.7131,1.013
1.822845312,0.3957,0.6042,0.7014,1.007
1.829794062,0.3982,0.5910,0.6788,0.984
1.83275177,0.4094,0.5759,0.6647,0.970
1.837955729,0.4138,0.5637,0.6534,0.957
1.84053302,0.4167,0.5539,0.6471,0.948
1.84605552,0.4226,0.5412,0.6437,0.941
1.849712395,0.4284,0.5329,0.6442,0.939
1.853101562,0.4289,0.5309,0.6427,0.938
1.857445625,0.4299,0.5319,0.6403,0.937
1.860345677,0.4328,0.5324,0.6368,0.936
1.864655208,0.4304,0.5309,0.6373,0.935
1.869538802,0.4187,0.5236,0.6217,0.914
1.872658229,0.4275,0.5123,0.6241,0.914
1.876741041,0.4299,0.5055,0.6158,0.905
1.879241718,0.4304,0.5055,0.6124,0.903
1.882451666,0.4343,0.4962,0.6071,0.896
1.886871406,0.4343,0.4957,0.6041,0.894
1.892397395,0.4338,0.4938,0.5988,0.889
1.896775416,0.4275,0.5016,0.5890,0.884
1.899302604,0.4143,0.5177,0.5806,0.881
1.901998854,0.3952,0.5319,0.5777,0.879
1.906294062,0.3952,0.5206,0.5738,0.870
1.909358124,0.3996,0.5113,0.5753,0.867
1.913839166,0.3996,0.4977,0.5674,0.854
1.916370833,0.3923,0.4982,0.5694,0.852
1.921479791,0.3767,0.4913,0.5689,0.841
1.926497083,0.3728,0.4855,0.5670,0.834
1.929206093,0.3595,0.4899,0.5665,0.831
1.932203958,0.3551,0.4943,0.5645,0.830
1.936034895,0.3346,0.5030,0.5650,0.827
1.938665416,0.3254,0.5055,0.5616,0.823
1.943449114,0.3024,0.5123,0.5674,0.822
1.948353802,0.2858,0.5196,0.5718,0.824
1.950870885,0.2775,0.5231,0.5767,0.827
1.953449218,0.2760,0.5260,0.5811,0.831
1.95737302,0.2668,0.5255,0.5846,0.830
1.96106927,0.2545,0.5275,0.5841,0.827
1.963663593,0.2501,0.5284,0.5885,0.830
1.96829901,0.2462,0.5226,0.5953,0.830
1.972519687,0.2447,0.5289,0.5963,0.834
1.97592427,0.2516,0.5265,0.6027,0.839
1.980716979,0.2491,0.5231,0.6012,0.835
1.983209739,0.2540,0.5270,0.6012,0.839
1.993276614,0.2608,0.5279,0.6002,0.841
2.000439791,0.2809,0.5344,0.6032,0.853
2.004667864,0.2882,0.5392,0.6007,0.857
2.008478854,0.3029,0.5471,0.5997,0.866
2.012417031,0.3102,0.5514,0.6022,0.873
2.017487968,0.3239,0.5544,0.6051,0.882
2.020045729,0.3302,0.5627,0.6071,0.891
2.026187031,0.3449,0.5656,0.6115,0.902
2.03002552,0.3551,0.5681,0.6105,0.906
2.034764635,0.3703,0.5729,0.6115,0.916
2.038495156,0.3752,0.5729,0.6149,0.920
2.042368124,0.3865,0.5724,0.6188,0.927
2.047129687,0.3996,0.5768,0.6227,0.938
2.052630781,0.4143,0.5724,0.6344,0.950
2.055492395,0.4197,0.5715,0.6334,0.951
2.059742864,0.4255,0.5676,0.6447,0.959
2.062367083,0.4294,0.5641,0.6500,0.962
2.067418854,0.4372,0.5607,0.6603,0.970
2.072655885,0.4372,0.5597,0.6671,0.974
2.076711614,0.4475,0.5524,0.6754,0.981
2.079421249,0.4475,0.5456,0.6871,0.985
2.082222187,0.4485,0.5431,0.6921,0.987
2.084744166,0.4504,0.5392,0.6955,0.989
2.091128906,0.4465,0.5339,0.7004,0.987
2.093690677,0.4431,0.5216,0.7160,0.990
2.096371458,0.4446,0.5196,0.7199,0.993
2.100489947,0.4451,0.5162,0.7258,0.996
2.103767604,0.4441,0.5138,0.7312,0.998
2.108628802,0.4333,0.5069,0.7336,0.991
2.111172343,0.4275,0.5011,0.7390,0.990
2.116406249,0.4255,0.4982,0.7429,0.991
